Entreprise,Annee,Ratio_Autonomie_financiere_elargie,Ratio_independance_Financiere,Ratio_solvabililite_Generale,Ratio_Autonomie_financiere_globale,Ratio_rentabilité_actif,Ratio_financement,Ratio_endettement,Ratio_rotation_actifs,Ratio_rotation_capitauxpropres,Ratio_analyse_sante,Ratio_productivite,D
oth,2018,1.1113630321275385,0.7512103143161467,1.221807377951385,0.5002067430131003,0.09675278708533269,0.21023131208332954,0.4500840216499996,1.2453448409801415,2.48966024224013,0.39715024776798463,2.435264023062454,2.0689519066138082
oth,2019,1.1694479430127511,0.788423116233968,1.3024774050468664,0.5079085425331014,0.07146338836186213,0.2933341815810898,0.43431479405968165,1.3422629972470295,2.6427257760870435,0.3788421169125967,2.6604049044584865,2.158078165734319
cc,2020,0.19189922674337667,0.2487845024124597,0.19189922674337667,0.16100289557843112,0.07056566881565338,0.0006971566017811324,0.8389971044215688,0.2995305519049454,1.8604047512861763,-0.07931498233276389,0.0047094517948091585,1.10080876063733
cell,2020,0.2867427985930834,0.8961160936520366,0.2867427985930834,0.22284391170217246,-0.0026919168459680854,0.14726189295297112,0.7771560882978276,1.4212781342809664,6.377908749782148,0.22174155125094155,0.2512844633850648,0.799031035685226
aetec,2019,0.5206642232262116,0.7988777901504338,-0.5206641208502812,1.0862200095469676,0.008066867217058958,0.03502690557579213,2.086219795968275,1.523670392546958,1.4027272367984078,-0.8890625283659201,-0.08933847203667573,0.10242711831924112
aetec,2018,0.38726401885059986,0.831563550143895,-0.38726393915887297,0.6320242003041036,0.2178126214017765,0.021329645905767965,1.632024070245287,1.2981170474723784,2.05390402273802,7.716319611217781,-0.2969450874769097,0.07973157276245155
tinv,2019,2.3760111968539275,0.7403217659353535,2.3760111968539275,0.7037924515973494,0.03944100655883234,0.06801606023941653,0.29620754840265057,0.055623900195796126,0.07903452227933161,0.3440083342909093,0.03945846823889381,0.0
tgh,2017,2.9518972886606467,0.9405591388744415,2.9518972886606467,0.7469569862381433,0.00782371036217422,0.004018115397843703,0.25304301376185667,0.6496537805321556,0.869733856836884,0.04602363241862372,0.6569015816323256,2.092349919227544
sam,2018,0.9260303704002233,0.8101130693513702,0.9260579741669229,0.48079738753433937,0.11312216243443944,0.06055562445408005,0.5191951713875744,1.018509158652197,2.1184053455355603,0.18802290556394546,0.15681353008204063,7.453017008888965
gif,2018,0.604948548185768,0.8326133411566824,0.6049486214606842,0.37692704931276655,-0.06246555569206584,0.034329187301292495,0.6230729050316186,0.6365762379599866,1.6888579345011885,0.16714771705261414,-0.1524725414576952,0.5882975562449096
bh,2018,0.0785314715769846,0.13574278226026376,0.0785314715769846,0.07281333335795857,0.017085270542108403,0.011443180591371753,0.9271866666420414,41.49061719635276,569.8216972484997,0.03640666667897929,41.44030405565931,40.64157236603419
bh,2017,0.08223948607472538,0.14124683749836,0.08223948607472538,0.07599009935685067,0.01758333318315369,0.011566636009995156,0.9240099006431494,38.77288011919858,510.2359445158842,0.03799504967842533,38.73480297131429,48.63644628057981
sam,2019,1.2884006197332538,0.8351996986216791,1.2884219450163497,0.5630083309326283,0.1336757458917295,0.06317240610851008,0.4369823502950438,1.2161745383133848,2.1601359544694145,0.30393504845587194,0.07163160889700569,9.237154710025187
icf,2018,2.8494531128183014,0.9435638549914503,2.8494531128183014,0.7402228392729092,0.24272424477538107,0.2482171608981384,0.25977716072709084,1.2459467537716238,1.6832049589221898,0.4069638308160554,1.2788390773492868,3.53846446973388
sotumag,2019,4.991853263584723,0.9880795665258867,4.991853263584723,0.8331067274164632,0.13849592953843734,0.20755560048320187,0.16689327258353684,0.44364300133707363,0.5325164072469435,0.43996721472233036,0.0953361048705378,7.850683696746857
servi,2018,-0.4039479407832646,2.7796868358169324,-0.4039479407832646,-0.6777058052850075,-1.2001260949700332,-0.22645371334214592,1.6777058052850073,0.42623826409106436,-0.6289429141186285,-0.4707920611687646,-2.1759951715306385,0.30263600195983664
ab,2020,0.13589777461063296,3.188178860558372,0.13589777461063296,0.11963908869987573,0.006155634594116748,0.09591930556101315,0.8803609113001243,44.862699207496966,374.98362529355813,0.050201663413689035,44.89053686737005,81.13248231510258
adwya,2020,0.43434862847664246,0.6879748142764838,0.43434862847664246,0.30281942608188966,0.03846702255414372,0.12852855426280244,0.6971805739181103,0.7524593420547466,2.4848450173446386,0.11383175437125098,1.2201475048645893,1.1085096960653773
ams,2015,0.1616109052349713,0.5944100847037562,0.1616109052349713,0.13912653927976043,-0.09207527286986053,0.07733441989224407,0.8608734607202396,0.3922556445774404,2.819416386033144,-0.041852970439815076,-0.1902988022568782,0.09453529105911446
al,2017,1.4085126144095341,0.7772702876712986,1.4085126144095341,0.5848059943646349,0.1479541320474152,0.04260804311647364,0.41519400563536507,0.9371581645681465,1.6025112149993026,0.38279080788552305,0.9054044119171493,2.4931270191186363
al,2018,1.0785218470443871,0.7871465117912101,1.385442445211276,0.45212654332092417,0.14878125066602038,0.03799620901457692,0.4192094435174818,0.9524755562315789,2.106657019593521,0.3956817753926867,0.927174292099629,2.208354679261429
mag,2017,0.009726875943019719,0.03279751115826922,0.013445227126262376,0.009597830926296201,0.055028744860011074,-0.026130851653614798,0.9867331487026805,1.5855953273398355,165.20350686691208,-0.12436868481141625,3.12908146646843,0.34199051987438606
mag,2018,-0.00396528455305342,-0.017034314097918373,-0.000318576606843693,-0.003966548202520662,0.04531413022084983,-0.024193719304238397,1.0003186781302411,1.441591040437136,-363.43716673379487,-0.16733010443922025,1.5365807270162124,0.29094798234763053
mag,2019,-0.02539411923412284,-0.11216868184813522,-0.02539411923412284,-0.02605578289161082,0.04025156293113307,-0.025397667753791042,1.0260557828916108,1.459141169650052,-56.00066502395718,-0.1771043881769936,1.5683127139564264,0.2727956165811903
icf,2019,2.9142613110318787,0.9632334841243341,2.9142613110318787,0.7445239547033767,0.1412988697308941,0.2367379781966363,0.2554760452966232,1.207440065914108,1.6217612049771588,0.41036058272838605,1.2374312149503501,3.4316402307600815
nakl,2019,0.7896343094453434,0.9259046892703886,0.7896441774257746,0.44122419384011513,0.12196024294307242,0.27198157435268305,0.5587702922255756,1274.629497842603,2888.8477006419234,0.07448563031450056,1274.6055885034095,0.0
hl,2017,0.09511253651764773,0.15982277414992285,0.09512780735101128,0.08685062682109594,0.01395034839350932,0.006769856593259962,0.9131354288399319,0.03098234770877708,0.3567314231663265,0.04343228558003406,0.014123637209352228,0.04498057103395102
sam,2018,0.9260303704002233,0.8101130693513702,0.9260303704002233,0.48079738753433937,0.011319181267418094,0.06055649233412777,0.5192026124656607,1.0185237558722768,2.1184053455355603,0.18802560029841026,0.15681577752536563,7.453017008888965
sfbt,2018,1.7093240751472651,0.8356652729301941,1.7093240751472651,0.6309042505571634,0.15385485794571402,0.3546751923305694,0.36909574944283663,0.7752571242063534,1.2288031401305495,0.3077666920369617,0.09139425526258975,8.468528941931114
spdit,2019,29.26847149920972,1.0,29.268471084908885,0.9669623357290175,0.3127892792635448,0.024324971707859768,0.03303767795852019,0.023241438855853256,0.024035516169645787,0.7952067338305012,-0.011579123001140446,95.12347200672825
hl,2018,0.09560510117282899,0.16051759963870238,0.09560510117282899,0.0872623731584356,0.0075170245654734725,0.007818512234198039,0.9127376268415645,0.026052499243201216,0.29855364116558797,0.0436311865792178,0.008835818817916539,0.04558035314537917
hl,2019,0.11142928853278121,0.1822439497462952,0.11145691358970053,0.1002551580455739,0.0011158888752483185,0.011647251929390054,0.8997199871385699,0.024691833457092888,0.2462899060601799,0.05014000643071503,0.001828950452988051,0.05297066925130121
nbl,2019,15.660552222166364,0.5,17.63850503162695,0.8402257689440537,0.13869801519654193,0.1465479197352358,0.05365237170594633,84.70032162610504,100.80662216841006,0.8256506159826509,84.36300007512516,31.937095052356717
star,2017,0.4023013191005636,0.289382429507272,-0.8634768622536828,0.2868865012254283,3.047487876026866,0.14293845929842947,7.324765724753319,248.49117244333195,84.326829054579,0.518643946606122,247.5334299322567,0.34543782991345046
star,2016,0.46373379869505715,0.31990261024041167,-0.8536266209816287,3.1681566812559137,3.0533605611500128,1.4597865078255035,6.831843376892258,10.347476803531439,3.2660874586005373,0.5583155703591324,9.542772399373426,0.3993785850473911
siame,2018,0.6911336859820585,0.9143741867612908,0.7067803292171843,0.40493417585791336,0.06687189867385382,0.16167679510118294,0.5858984796588619,0.846137217062219,2.0895673112044726,0.24833639368258534,-7.649910817070618,1.4941895228386988
al,2019,1.0408020886761025,0.8024477525944351,1.3095128809698209,0.4506587069733269,0.1735065735794305,0.03499489452853281,0.43299173961743637,0.9310908556850768,2.066066496170427,0.3925005540726384,0.9054192458824193,1.905655901933775
assad,2017,0.6734133707454143,0.5869961255146429,0.6734133707454143,0.40241902121616574,0.10257480572420095,0.1668754524301824,0.5975809787838343,1.0908801187388875,2.7108065504510632,0.40428748932633357,0.2877247425482974,0.7000560485412302
assad,2018,0.6417483653916646,0.6178545950975335,0.6417483653916646,0.39089325679856274,0.08015066423574221,0.12145585167002133,0.6091067432014372,1.0118457255628215,2.588547405114874,0.39022717846992955,0.23776449060109428,0.6148871381863568
